ID	peaks-ENCFF128AKC.mapped.json	peaks-ENCFF663QIZ.mapped.json	strand	peak-union	counts-ENCFF128AKC.mapped.json	counts-ENCFF663QIZ.mapped.json	count-union	union-max-diff	aliases	object_type	display_name	biotype	description	seq_region_name	parent	is_canonical
ENSG00000130520	{'chr19:18323017-18323085'}		-	{'chr19:18323017-18323085'}	1	0	1	0	"[""YER112W""]"	Gene	LSM4	protein_coding	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17259]	19		
ENSG00000130653	{'chr9:137516945-137517022'}		-	{'chr9:137516945-137517022'}	1	0	1	0	"[""FLJ31318"",""C9orf111"",""NTE-R1"",""NTEL1"",""FLJ44279"",""RP11-48C7.2"",""FLJ43070""]"	Gene	PNPLA7	protein_coding	patatin like phospholipase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:24768]	9		
ENSG00000130699	{'chr20:62047910-62047974'}		-	{'chr20:62047910-62047974'}	1	0	1	0	"[""TAFII130"",""TAF2C"",""TAF2C1"",""TAF4A"",""TAFII135""]"	Gene	TAF4	protein_coding	TATA-box binding protein associated factor 4 [Source:HGNC Symbol;Acc:HGNC:11537]	20		
ENSG00000130821	{'chrX:153688112-153688185'}		+	{'chrX:153688112-153688185'}	1	0	1	0	"[""CRT1"",""CRT-1"",""CT1"",""CRT"",""CRTR""]"	Gene	SLC6A8	protein_coding	solute carrier family 6 member 8 [Source:HGNC Symbol;Acc:HGNC:11055]	X		
ENSG00000130827	{'chrX:154458344-154458416'}		+	{'chrX:154458344-154458416'}	1	0	1	0	"[""PLXN4"",""Plxn3"",""XAP-6"",""SEX"",""6.3""]"	Gene	PLXNA3	protein_coding	plexin A3 [Source:HGNC Symbol;Acc:HGNC:9101]	X		
ENSG00000132182	{'chr3:13377650-13377695'}		-	{'chr3:13377650-13377695'}	1	0	1	0	"[""POM210"",""GP210"",""KIAA0906"",""FLJ22389""]"	Gene	NUP210	protein_coding	nucleoporin 210 [Source:HGNC Symbol;Acc:HGNC:30052]	3		
ENSG00000132361		{'chr17:2689895-2689954'}	-	{'chr17:2689895-2689954'}	0	1	1	0	"[""CLU1"",""KIAA0664""]"	Gene	CLUH	protein_coding	clustered mitochondria homolog [Source:HGNC Symbol;Acc:HGNC:29094]	17		
ENSG00000133243	{'chr19:2015614-2015692'}		-	{'chr19:2015614-2015692'}	1	0	1	0	"[""""]"	Gene	BTBD2	protein_coding	BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15504]	19		
ENSG00000133247	{'chr19:55343432-55343506'}		+	{'chr19:55343432-55343506'}	1	0	1	0	"[""MGC2705"",""SUV420H2""]"	Gene	KMT5C	protein_coding	lysine methyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:28405]	19		
ENSG00000134243	{'chr1:109397644-109397740'}		-	{'chr1:109397644-109397740'}	1	0	1	0	"[""NT3"",""Gp95""]"	Gene	SORT1	protein_coding	sortilin 1 [Source:HGNC Symbol;Acc:HGNC:11186]	1		
ENSG00000134318	{'chr2:11344071-11344109'}		-	{'chr2:11344071-11344109'}	1	0	1	0	"[""""]"	Gene	ROCK2	protein_coding	Rho associated coiled-coil containing protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:10252]	2		
ENSG00000135002	{'chr9:76394257-76394347'}		-	{'chr9:76394257-76394347'}	1	0	1	0	"[""RIFK"",""FLJ11149""]"	Gene	RFK	protein_coding	riboflavin kinase [Source:HGNC Symbol;Acc:HGNC:30324]	9		
ENSG00000135316	{'chr6:85642942-85643002'}		-	{'chr6:85642942-85643002'}	1	0	1	0	"[""dJ3J17.2"",""HNRPQ1"",""GRY-RBP"",""hnRNP-Q"",""NSAP1"",""HNRNPQ""]"	Gene	SYNCRIP	protein_coding	synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]	6		
ENSG00000135829	{'chr1:182839581-182839656'}		+	{'chr1:182839581-182839656'}	1	0	1	0	"[""DDX9"",""LKP"",""RHA""]"	Gene	DHX9	protein_coding	DExH-box helicase 9 [Source:HGNC Symbol;Acc:HGNC:2750]	1		
ENSG00000136002		{'chr2:130955593-130955615'}	+	{'chr2:130955593-130955615'}	0	1	1	0	"[""ASEF1"",""STM6"",""KIAA1112"",""ASEF""]"	Gene	ARHGEF4	protein_coding	Rho guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:684]	2		
ENSG00000136231	{'chr7:23468737-23468796'}		-	{'chr7:23468737-23468796'}	1	0	1	0	"[""IMP-3"",""IMP3"",""CT98""]"	Gene	IGF2BP3	protein_coding	insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]	7		
ENSG00000136636	{'chr1:215567493-215567591'}		+	{'chr1:215567493-215567591'}	1	0	1	0	"[""NY-REN-45""]"	Gene	KCTD3	protein_coding	potassium channel tetramerization domain containing 3 [Source:HGNC Symbol;Acc:HGNC:21305]	1		
ENSG00000137154	{'chr9:19380192-19380234'}		-	{'chr9:19380192-19380234'}	1	0	1	0	"[""S6""]"	Gene	RPS6	protein_coding	ribosomal protein S6 [Source:HGNC Symbol;Acc:HGNC:10429]	9		
ENSG00000137309	{'chr6:34236885-34236953'}		+	{'chr6:34236885-34236953'}	1	0	1	0	"[""HMGIY""]"	Gene	HMGA1	protein_coding	high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]	6		
ENSG00000138767	{'chr4:77819012-77819065'}		-	{'chr4:77819012-77819065'}	1	0	1	0	"[""Ccr4b"",""DKFZp434K098""]"	Gene	CNOT6L	protein_coding	CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]	4		
ENSG00000139514	{'chr13:29595204-29595291'}		-	{'chr13:29595204-29595291'}	1	0	1	0	"[""HCAT1"",""ATRC1"",""CAT-1"",""ERR"",""REC1L""]"	Gene	SLC7A1	protein_coding	solute carrier family 7 member 1 [Source:HGNC Symbol;Acc:HGNC:11057]	13		
ENSG00000141385	{'chr18:12377024-12377077'}		-	{'chr18:12377024-12377077'}	1	0	1	0	"[""SPAX5"",""SCA28""]"	Gene	AFG3L2	protein_coding	AFG3 like matrix AAA peptidase subunit 2 [Source:HGNC Symbol;Acc:HGNC:315]	18		
ENSG00000142208		{'chr14:104795436-104795517'}	-	{'chr14:104795436-104795517'}	0	1	1	0	"[""RAC"",""RAC-alpha"",""AKT"",""PKB"",""PRKBA""]"	Gene	AKT1	protein_coding	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	14		
ENSG00000143774	{'chr1:228143626-228143694'}		+	{'chr1:228143626-228143694'}	1	0	1	0	"[""""]"	Gene	GUK1	protein_coding	guanylate kinase 1 [Source:HGNC Symbol;Acc:HGNC:4693]	1		
ENSG00000143933	{'chr2:47175742-47175819'}		-	{'chr2:47175742-47175819'}	1	0	1	0	"[""PHKD2"",""PHKD"",""CAMII""]"	Gene	CALM2	protein_coding	calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]	2		
ENSG00000145386	{'chr4:121823660-121823718'}		-	{'chr4:121823660-121823718'}	1	0	1	0	"[""CCN1"",""CCNA""]"	Gene	CCNA2	protein_coding	cyclin A2 [Source:HGNC Symbol;Acc:HGNC:1578]	4		
ENSG00000147799	{'chr8:144599760-144599832'}		-	{'chr8:144599760-144599832'}	1	0	1	0	"[""KIAA1688"",""Vilse"",""CrGAP""]"	Gene	ARHGAP39	protein_coding	Rho GTPase activating protein 39 [Source:HGNC Symbol;Acc:HGNC:29351]	8		
ENSG00000149480	{'chr11:62601441-62601481'}		-	{'chr11:62601441-62601481'}	1	0	1	0	"[""MTA1-L1"",""MTA1L1""]"	Gene	MTA2	protein_coding	metastasis associated 1 family member 2 [Source:HGNC Symbol;Acc:HGNC:7411]	11		
ENSG00000150938		{'chr2:36356135-36356215'}	+	{'chr2:36356135-36356215'}	0	1	1	0	"[""S52""]"	Gene	CRIM1	protein_coding	cysteine rich transmembrane BMP regulator 1 [Source:HGNC Symbol;Acc:HGNC:2359]	2		
ENSG00000152990		{'chr4:22515779-22515831'}	-	{'chr4:22515779-22515831'}	0	1	1	0	"[""GPR125"",""PGR21"",""FLJ38547""]"	Gene	ADGRA3	protein_coding	adhesion G protein-coupled receptor A3 [Source:HGNC Symbol;Acc:HGNC:13839]	4		
ENSG00000153046	{'chr6:4777000-4777081'}		+	{'chr6:4777000-4777081'}	1	0	1	0	"[""CDYL1"",""DKFZP586C1622""]"	Gene	CDYL	protein_coding	chromodomain Y like [Source:HGNC Symbol;Acc:HGNC:1811]	6		
ENSG00000153560	{'chr3:33440123-33440174'}		-	{'chr3:33440123-33440174'}	1	0	1	0	"[""LBP-1a""]"	Gene	UBP1	protein_coding	upstream binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12507]	3		
ENSG00000157216	{'chr1:54375577-54375649'}		-	{'chr1:54375577-54375649'}	1	0	1	0	"[""FLJ10355"",""SSDP1"",""CSDP"",""SSDP""]"	Gene	SSBP3	protein_coding	single stranded DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:15674]	1		
ENSG00000157350	{'chr16:70395032-70395082'}		-	{'chr16:70395032-70395082'}	1	0	1	0	"[""ST3GalA.2"",""ST3GALII"",""SIAT4B""]"	Gene	ST3GAL2	protein_coding	ST3 beta-galactoside alpha-2,3-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10863]	16		
ENSG00000157540	{'chr21:37367402-37367444'}		+	{'chr21:37367402-37367444'}	1	0	1	0	"[""DYRK"",""MNBH"",""DYRK1""]"	Gene	DYRK1A	protein_coding	dual specificity tyrosine phosphorylation regulated kinase 1A [Source:HGNC Symbol;Acc:HGNC:3091]	21		
ENSG00000157680		{'chr7:137763132-137763156'}	-	{'chr7:137763132-137763156'}	0	1	1	0	"[""DGK-IOTA""]"	Gene	DGKI	protein_coding	diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]	7		
ENSG00000157985	{'chr2:235537477-235537529'}		+	{'chr2:235537477-235537529'}	1	0	1	0	"[""GGAP1"",""CENTG2"",""KIAA1099""]"	Gene	AGAP1	protein_coding	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16922]	2		
ENSG00000160113	{'chr19:17245207-17245351'}		-	{'chr19:17245207-17245351'}	1	0	1	0	"[""EAR-2"",""EAR2"",""ERBAL2""]"	Gene	NR2F6	protein_coding	nuclear receptor subfamily 2 group F member 6 [Source:HGNC Symbol;Acc:HGNC:7977]	19		
ENSG00000160193	{'chr21:42848263-42848394'}		-	{'chr21:42848263-42848394'}	1	0	1	0	"[""TRMT82"",""TRM82"",""Wuho""]"	Gene	WDR4	protein_coding	WD repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12756]	21		
ENSG00000160199	{'chr21:42975394-42975446'}		+	{'chr21:42975394-42975446'}	1	0	1	0	"[""PREP1""]"	Gene	PKNOX1	protein_coding	PBX/knotted 1 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9022]	21		
ENSG00000160285	{'chr21:46194347-46194391'}		-	{'chr21:46194347-46194391'}	1	0	1	0	"[""OSC""]"	Gene	LSS	protein_coding	lanosterol synthase [Source:HGNC Symbol;Acc:HGNC:6708]	21		
ENSG00000160888	{'chr19:13151501-13151544'}		+	{'chr19:13151501-13151544'}	1	0	1	0	"[""ETR101""]"	Gene	IER2	protein_coding	immediate early response 2 [Source:HGNC Symbol;Acc:HGNC:28871]	19		
ENSG00000161011	{'chr5:179821075-179821117'}		+	{'chr5:179821075-179821117'}	1	0	1	0	"[""p62B"",""p60"",""OSIL"",""PDB3"",""A170"",""p62""]"	Gene	SQSTM1	protein_coding	sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]	5		
ENSG00000162545		{'chr1:20485588-20485638'}	-	{'chr1:20485588-20485638'}	0	1	1	0	"[""CaMKIINalpha""]"	Gene	CAMK2N1	protein_coding	calcium/calmodulin dependent protein kinase II inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:24190]	1		
ENSG00000162889	{'chr1:206734150-206734196'}		+	{'chr1:206734150-206734196'}	1	0	1	0	"[""MK2""]"	Gene	MAPKAPK2	protein_coding	MAPK activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]	1		
ENSG00000163975	{'chr3:197029058-197029131'}		-	{'chr3:197029058-197029131'}	1	0	1	0	"[""MFI2"",""MTF1"",""FLJ38863"",""MGC4856"",""MTf"",""MAP97"",""CD228""]"	Gene	MELTF	protein_coding	melanotransferrin [Source:HGNC Symbol;Acc:HGNC:7037]	3		
ENSG00000164105	{'chr4:173371203-173371248'}		+	{'chr4:173371203-173371248'}	1	0	1	0	"[""""]"	Gene	SAP30	protein_coding	Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]	4		
ENSG00000164897	{'chr7:151081247-151081273'}		-	{'chr7:151081247-151081273'}	1	0	1	0	"[""HOPS"",""C7orf21"",""SB144""]"	Gene	TMUB1	protein_coding	transmembrane and ubiquitin like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21709]	7		
ENSG00000164924	{'chr8:100950725-100950762'}		-	{'chr8:100950725-100950762'}	1	0	1	0	"[""14-3-3-zeta"",""KCIP-1"",""YWHAD""]"	Gene	YWHAZ	protein_coding	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta [Source:HGNC Symbol;Acc:HGNC:12855]	8		
ENSG00000165078	{'chr8:67585471-67585524'}		-	{'chr8:67585471-67585524'}	1	0	1	0	"[""CPAH""]"	Gene	CPA6	protein_coding	carboxypeptidase A6 [Source:HGNC Symbol;Acc:HGNC:17245]	8		
ENSG00000166501	{'chr16:23836140-23836214'}		+	{'chr16:23836140-23836214'}	1	0	1	0	"[""PRKCB2"",""PKCbeta"",""PRKCB1"",""PKCB""]"	Gene	PRKCB	protein_coding	protein kinase C beta [Source:HGNC Symbol;Acc:HGNC:9395]	16		
ENSG00000167460	{'chr19:16077038-16077088'}		+	{'chr19:16077038-16077088'}	1	0	1	0	"[""""]"	Gene	TPM4	protein_coding	tropomyosin 4 [Source:HGNC Symbol;Acc:HGNC:12013]	19		
ENSG00000167615	{'chr19:54460621-54460668'}		+	{'chr19:54460621-54460668'}	1	0	1	0	"[""MGC40108"",""pp13842"",""KIAA1932""]"	Gene	LENG8	protein_coding	leukocyte receptor cluster member 8 [Source:HGNC Symbol;Acc:HGNC:15500]	19		
ENSG00000167962	{'chr16:2003865-2003926'}		-	{'chr16:2003865-2003926'}	1	0	1	0	"[""HEL2"",""FLJ00086""]"	Gene	ZNF598	protein_coding	zinc finger protein 598, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:28079]	16		
ENSG00000168159	{'chr1:228487574-228487644'}		+	{'chr1:228487574-228487644'}	1	0	1	0	"[""RACO1"",""RACO-1""]"	Gene	RNF187	protein_coding	ring finger protein 187 [Source:HGNC Symbol;Acc:HGNC:27146]	1		
ENSG00000168264	{'chr1:234609433-234609511'}		-	{'chr1:234609433-234609511'}	1	0	1	0	"[""IRF-2BP2""]"	Gene	IRF2BP2	protein_coding	interferon regulatory factor 2 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21729]	1		
ENSG00000168268	{'chr3:52533697-52533749'}		-	{'chr3:52533697-52533749'}	1	0	1	0	"[""FLJ12442""]"	Gene	NT5DC2	protein_coding	5'-nucleotidase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25717]	3		
ENSG00000168754	{'chr2:96886036-96886093'}		-	{'chr2:96886036-96886093'}	1	0	1	0	"[""LOC51252""]"	Gene	FAM178B	protein_coding	family with sequence similarity 178 member B [Source:HGNC Symbol;Acc:HGNC:28036]	2		
ENSG00000169071	{'chr9:91949759-91949821'}		-	{'chr9:91949759-91949821'}	1	0	1	0	"[""BDB"",""NTRKR2"",""BDB1""]"	Gene	ROR2	protein_coding	receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	9		
ENSG00000169635	{'chr22:21419136-21419197'}		+	{'chr22:21419136-21419197'}	1	0	1	0	"[""HRG22"",""ZNF907"",""ZBTB30"",""KIAA1020""]"	Gene	HIC2	protein_coding	HIC ZBTB transcriptional repressor 2 [Source:HGNC Symbol;Acc:HGNC:18595]	22		
ENSG00000170522	{'chr4:110196688-110196739'}		-	{'chr4:110196688-110196739'}	1	0	1	0	"[""FLJ23378"",""LCE"",""MGC5487""]"	Gene	ELOVL6	protein_coding	ELOVL fatty acid elongase 6 [Source:HGNC Symbol;Acc:HGNC:15829]	4		
ENSG00000171067	{'chr11:68264280-68264335'}		-	{'chr11:68264280-68264335'}	1	0	1	0	"[""DM4E3""]"	Gene	C11orf24	protein_coding	chromosome 11 open reading frame 24 [Source:HGNC Symbol;Acc:HGNC:1174]	11		
ENSG00000171163	{'chr1:248855199-248855255'}		-	{'chr1:248855199-248855255'}	1	0	1	0	"[""Zfp692"",""AREBP"",""FLJ20531""]"	Gene	ZNF692	protein_coding	zinc finger protein 692 [Source:HGNC Symbol;Acc:HGNC:26049]	1		
ENSG00000171604	{'chr5:139680373-139680469'}		+	{'chr5:139680373-139680469'}	1	0	1	0	"[""RINF"",""HSPC195"",""WID""]"	Gene	CXXC5	protein_coding	CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943]	5		
ENSG00000172270	{'chr19:575652-575687'}		+	{'chr19:575652-575687'}	1	0	1	0	"[""EMMPRIN"",""OK"",""CD147"",""EMPRIN""]"	Gene	BSG	protein_coding	basigin (Ok blood group) [Source:HGNC Symbol;Acc:HGNC:1116]	19		
ENSG00000172757	{'chr11:65855220-65855308'}		-	{'chr11:65855220-65855308'}	1	0	1	0	"[""CFL""]"	Gene	CFL1	protein_coding	cofilin 1 [Source:HGNC Symbol;Acc:HGNC:1874]	11		
ENSG00000173020	{'chr11:67286192-67286259'}		+	{'chr11:67286192-67286259'}	1	0	1	0	"[""BARK1"",""ADRBK1""]"	Gene	GRK2	protein_coding	G protein-coupled receptor kinase 2 [Source:HGNC Symbol;Acc:HGNC:289]	11		
ENSG00000173456		{'chr11:119334573-119334667'}	+	{'chr11:119334573-119334667'}	0	1	1	0	"[""MGC2642""]"	Gene	RNF26	protein_coding	ring finger protein 26 [Source:HGNC Symbol;Acc:HGNC:14646]	11		
ENSG00000173715		{'chr11:66759443-66759466'}	+	{'chr11:66759443-66759466'}	0	1	1	0	"[""FLJ22531"",""TOPOVIBL""]"	Gene	C11orf80	protein_coding	chromosome 11 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:26197]	11		
ENSG00000175029	{'chr10:125159655-125159695'}		-	{'chr10:125159655-125159695'}	1	0	1	0	"[""ribeye""]"	Gene	CTBP2	protein_coding	C-terminal binding protein 2 [Source:HGNC Symbol;Acc:HGNC:2495]	10		
ENSG00000175470	{'chr10:131916831-131916908'}		+	{'chr10:131916831-131916908'}	1	0	1	0	"[""MDS026"",""B55D"",""B55delta""]"	Gene	PPP2R2D	protein_coding	protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]	10		
ENSG00000175602	{'chr11:65890718-65890760'}		+	{'chr11:65890718-65890760'}	1	0	1	0	"[""DIPA""]"	Gene	CCDC85B	protein_coding	coiled-coil domain containing 85B [Source:HGNC Symbol;Acc:HGNC:24926]	11		
ENSG00000175826	{'chr17:7251295-7251357'}		-	{'chr17:7251295-7251357'}	1	0	1	0	"[""HSA011916"",""NET56"",""DULLARD""]"	Gene	CTDNEP1	protein_coding	CTD nuclear envelope phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:19085]	17		
ENSG00000176915	{'chr12:132742717-132742764'}		-	{'chr12:132742717-132742764'}	1	0	1	0	"[""KIAA0692"",""Lem4"",""LEMD7""]"	Gene	ANKLE2	protein_coding	ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101]	12		
ENSG00000177189		{'chrX:20266722-20266794'}	-	{'chrX:20266722-20266794'}	0	1	1	0	"[""MRX19"",""HU-3"",""RSK2"",""CLS""]"	Gene	RPS6KA3	protein_coding	ribosomal protein S6 kinase A3 [Source:HGNC Symbol;Acc:HGNC:10432]	X		
ENSG00000177697		{'chr11:838423-838507'}	+	{'chr11:838423-838507'}	0	1	1	0	"[""SFA-1"",""TSPAN24"",""PETA-3"",""RAPH""]"	Gene	CD151	protein_coding	CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]	11		
ENSG00000178053	{'chr3:158572792-158572857'}		+	{'chr3:158572792-158572857'}	1	0	1	0	"[""""]"	Gene	MLF1	protein_coding	myeloid leukemia factor 1 [Source:HGNC Symbol;Acc:HGNC:7125]	3		
ENSG00000178188	{'chr16:28866415-28866456'}		+	{'chr16:28866415-28866456'}	1	0	1	0	"[""FLJ30542"",""SH2B""]"	Gene	SH2B1	protein_coding	SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]	16		
ENSG00000178971	{'chr17:8226597-8226633'}		-	{'chr17:8226597-8226633'}	1	0	1	0	"[""FLJ22170"",""AAF132"",""C17orf68""]"	Gene	CTC1	protein_coding	CST telomere replication complex component 1 [Source:HGNC Symbol;Acc:HGNC:26169]	17		
ENSG00000179091	{'chr8:144095124-144095235'}		+	{'chr8:144095124-144095235'}	1	0	1	0	"[""UQCR4""]"	Gene	CYC1	protein_coding	cytochrome c1 [Source:HGNC Symbol;Acc:HGNC:2579]	8		
ENSG00000179403		{'chr1:1439584-1439613'}	+	{'chr1:1439584-1439613'}	0	1	1	0	"[""FLJ22215"",""VWA-1"",""WARP""]"	Gene	VWA1	protein_coding	von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30910]	1		
ENSG00000180875		{'chr1:240611985-240612007'}	-	{'chr1:240611985-240612007'}	0	1	1	0	"[""CKTSF1B2"",""Prdc"",""FLJ21195"",""DAND3""]"	Gene	GREM2	protein_coding	gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]	1		
ENSG00000181090	{'chr9:137819584-137819747'}		+	{'chr9:137819584-137819747'}	1	0	1	0	"[""EHMT1-IT1"",""bA188C12.1"",""KMT1D"",""Eu-HMTase1"",""FLJ40292"",""GLP"",""FLJ12879"",""KIAA1876""]"	Gene	EHMT1	protein_coding	euchromatic histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24650]	9		
ENSG00000182087		{'chr19:1009912-1009981'}	-	{'chr19:1009912-1009981'}	0	1	1	0	"[""ASBABP1"",""MBRL"",""C19orf6"",""MGC4022""]"	Gene	TMEM259	protein_coding	transmembrane protein 259 [Source:HGNC Symbol;Acc:HGNC:17039]	19		
ENSG00000182446	{'chr17:81577157-81577203'}		-	{'chr17:81577157-81577203'}	1	0	1	0	"[""NPL4"",""KIAA1499"",""FLJ20657""]"	Gene	NPLOC4	protein_coding	NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]	17		
ENSG00000183255	{'chr21:44866169-44866251'}		-	{'chr21:44866169-44866251'}	1	0	1	0	"[""C21orf1"",""PTTG1IP1"",""C21orf3"",""PBF""]"	Gene	PTTG1IP	protein_coding	PTTG1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]	21		
ENSG00000183337	{'chrX:40096689-40096742'}		-	{'chrX:40096689-40096742'}	1	0	1	0	"[""FLJ20285"",""KIAA1575""]"	Gene	BCOR	protein_coding	BCL6 corepressor [Source:HGNC Symbol;Acc:HGNC:20893]	X		
ENSG00000183579		{'chr22:28883802-28883830'}	+	{'chr22:28883802-28883830'}	0	1	1	0	"[""BK747E2.3"",""KIAA1133"",""RNF203"",""FLJ22057""]"	Gene	ZNRF3	protein_coding	zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126]	22		
ENSG00000184163	{'chr1:1246118-1246168'}		-	{'chr1:1246118-1246168'}	1	0	1	0	"[""CTRP12"",""MGC105127"",""C1QDC2"",""FAM132A"",""ADIPOLIN""]"	Gene	C1QTNF12	protein_coding	C1q and TNF related 12 [Source:HGNC Symbol;Acc:HGNC:32308]	1		
ENSG00000184986		{'chr14:105528736-105528817'}	+	{'chr14:105528736-105528817'}	0	1	1	0	"[""MGC4659"",""hole"",""TMEM121A""]"	Gene	TMEM121	protein_coding	transmembrane protein 121 [Source:HGNC Symbol;Acc:HGNC:20511]	14		
ENSG00000185261		{'chr5:94569459-94569513'}	-	{'chr5:94569459-94569513'}	0	1	1	0	"[""DKFZp686F0372"",""C5orf36"",""MGC34713""]"	Gene	KIAA0825	protein_coding	KIAA0825 [Source:HGNC Symbol;Acc:HGNC:28532]	5		
ENSG00000185619	{'chr4:721978-722037'}		+	{'chr4:721978-722037'}	1	0	1	0	"[""DONG1"",""FLJ36550"",""RNF3A"",""RNF3"",""MGC40413""]"	Gene	PCGF3	protein_coding	polycomb group ring finger 3 [Source:HGNC Symbol;Acc:HGNC:10066]	4		
ENSG00000185811	{'chr7:50335756-50335861'}		+	{'chr7:50335756-50335861'}	1	0	1	0	"[""ZNFN1A1"",""hIk-1"",""LyF-1"",""Hs.54452"",""IKAROS"",""PPP1R92""]"	Gene	IKZF1	protein_coding	IKAROS family zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:13176]	7		
ENSG00000186480	{'chr7:155298542-155298560'}		+	{'chr7:155298542-155298560'}	1	0	1	0	"[""CL-6"",""MGC1405""]"	Gene	INSIG1	protein_coding	insulin induced gene 1 [Source:HGNC Symbol;Acc:HGNC:6083]	7		
ENSG00000186716	{'chr22:23281929-23281986'}		+	{'chr22:23281929-23281986'}	1	0	1	0	"[""ALL"",""PHL"",""D22S662"",""CML"",""BCR1"",""D22S11""]"	Gene	BCR	protein_coding	BCR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:1014]	22		
ENSG00000187514	{'chr2:231709383-231709436'}		+	{'chr2:231709383-231709436'}	1	0	1	0	"[""TMSA""]"	Gene	PTMA	protein_coding	prothymosin alpha [Source:HGNC Symbol;Acc:HGNC:9623]	2		
ENSG00000187555	{'chr16:8963627-8963719'}		-	{'chr16:8963627-8963719'}	1	0	1	0	"[""HAUSP""]"	Gene	USP7	protein_coding	ubiquitin specific peptidase 7 [Source:HGNC Symbol;Acc:HGNC:12630]	16		
ENSG00000196547	{'chr15:90902773-90902813'}		+	{'chr15:90902773-90902813'}	1	0	1	0	"[""HsT19662"",""MANA2X""]"	Gene	MAN2A2	protein_coding	mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]	15		
ENSG00000196642	{'chr9:136807968-136808018'}		+	{'chr9:136807968-136808018'}	1	0	1	0	"[""pp8875"",""FLJ13045"",""C9orf86"",""Parf"",""FLJ10101"",""RBEL1"",""bA216L13.9""]"	Gene	RABL6	protein_coding	RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]	9		
ENSG00000197562	{'chr16:591200-591248'}		+	{'chr16:591200-591248'}	1	0	1	0	"[""RASL8C"",""RARL""]"	Gene	RAB40C	protein_coding	RAB40C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18285]	16		
ENSG00000197766	{'chr19:863022-863073'}		+	{'chr19:863022-863073'}	1	0	1	0	"[""PFD"",""DF"",""ADN""]"	Gene	CFD	protein_coding	complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]	19		
ENSG00000198113	{'chr9:137280927-137280972'}		+	{'chr9:137280927-137280972'}	1	0	1	0	"[""C9orf167"",""FLJ20245""]"	Gene	TOR4A	protein_coding	torsin family 4 member A [Source:HGNC Symbol;Acc:HGNC:25981]	9		
